stream	dataset	path	group	working groups	type	status	enabling	target rate 2.0e34	target rate 1.4e34	HLT Prescales                                                                                          HLT Prescales                                                                                          HLT Prescales                                                                                          HLT Prescales                                                                                               HLT Prescales																										L1 seed {Note: "(L1_A) AND (L1_B)" refers to the actual seed (L1_A) and any L1 algo (L1_B) used to provide L1 candidates in the path (but not to seed the path). In case of doubt, the most trustable source is the configuration of the path itself.}	L1 Prescales                                                                                          L1 Prescales                                                                                          L1 Prescales                                                                                          L1 Prescales                                                                                               L1 Prescales																										
				e.g. "EXO-LL" or "HIG-ZZ" etc...						Emer.	1.6E+34	1.5E+34	1.4E+34	1.3E+34	1.2E+34	1.1E+34	1E+34	7.5E+33	5E+33	2.5E+33	1.6e34+ZB	1.5e34+ZB	1.4e34+ZB	1.3e34+ZB	1.2e34+ZB	1.1e34+ZB	1.0e34+ZB	7.5e33+ZB	5.0e33+ZB	2.5e33+ZB	ECAL 2.0kHz	ECAL 1.7kHz	ECAL 1.4kHz	ECAL 1.2kHz	ECAL 1.0kHz		Emer.	1.6E+34	1.5E+34	1.4E+34	1.3E+34	1.2E+34	1.1E+34	1E+34	7.5E+33	5E+33	2.5E+33	1.6e34+ZB	1.5e34+ZB	1.4e34+ZB	1.3e34+ZB	1.2e34+ZB	1.1e34+ZB	1.0e34+ZB	7.5e33+ZB	5.0e33+ZB	2.5e33+ZB	ECAL 2.0kHz	ECAL 1.7kHz	ECAL 1.4kHz	ECAL 1.2kHz	ECAL 1.0kHz	
PhysicsMuons	MuonEG	HLT_Mu12_DoublePhoton20_v3	SMP		signal	unprescaled	2E+34	3.7	3.7	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu25 OR L1_SingleMu30 OR L1_Mu6_DoubleEG17 OR L1_DoubleEG_25_12 OR L1_DoubleEG_25_13 OR L1_DoubleEG_25_14 OR L1_DoubleEG_24_17 OR L1_SingleEG42 OR L1_SingleEG45 OR L1_Mu20_EG17 OR L1_Mu23_EG10 OR L1_Mu7_EG23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v13	TOP,SUS,SMP,EXO		signal	unprescaled	2E+34	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu5_EG23 OR L1_Mu5_LooseIsoEG20 OR L1_Mu7_EG23 OR L1_Mu7_LooseIsoEG20 OR L1_Mu7_LooseIsoEG23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5	TOP,SUS,SMP,EXO		control	prescaled	2E+34	0.5	0.5	0	16	16	15	14	13	12	10	8	5	3	16	16	15	14	13	12	10	8	5	3	0	0	0	0	0	L1_Mu5_EG23 OR L1_Mu5_LooseIsoEG20 OR L1_Mu7_EG23 OR L1_Mu7_LooseIsoEG20 OR L1_Mu7_LooseIsoEG23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu17_Photon30_IsoCaloId_v4	SUS		signal	unprescaled	2E+34	5	5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu5_EG23 OR L1_Mu5_LooseIsoEG20 OR L1_Mu7_EG23 OR L1_Mu7_LooseIsoEG20 OR L1_Mu7_LooseIsoEG23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v13	TOP,SUS,SMP,B2G,EXO		signal	unprescaled	2E+34	0.92	0.92	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu23_EG10 OR  L1_Mu20_EG17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v5	TOP,SUS,SMP,B2G,EXO		control	unprescaled	2E+34	5	5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu23_EG10 OR  L1_Mu20_EG17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu27_Ele37_CaloIdL_MW_v3	B2G		signal	unprescaled	2E+34	2.62	2.62	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu16 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu37_Ele27_CaloIdL_MW_v3	B2G		signal	unprescaled	2E+34	1.92	1.92	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu16 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v4	EXO		signal	unprescaled	2E+34	5	5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu5_EG23 OR L1_Mu7_EG23 OR L1_Mu20_EG17 OR L1_Mu23_EG10	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v4	EXO		signal	unprescaled	2E+34	3	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu5_EG23 OR L1_Mu7_EG23 OR L1_Mu20_EG17 OR L1_Mu23_EG10	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v16	HIG,SUS,SMP,EXO		signal	unprescaled	2E+34	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu6_DoubleEG10 OR L1_Mu6_DoubleEG17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v16	HIG,SUS,SMP		control	prescaled	2E+34	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu6_DoubleEG10 OR L1_Mu6_DoubleEG17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v17	SUS		signal	unprescaled	2E+34	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu6_HTT240er	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v17	SUS		control	prescaled	2E+34	1	1	0	3	3	3	3	3	3	2	2	1	1	3	3	3	3	3	3	2	2	1	1	0	0	0	0	0	L1_Mu6_HTT240er	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v11	HIG,SUS,SMP,B2G,TOP,EXO		signal	unprescaled	2E+34	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu5_EG23 OR L1_Mu5_LooseIsoEG20 OR L1_Mu7_EG23 OR L1_Mu7_LooseIsoEG20 OR L1_Mu7_LooseIsoEG23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	MuonEG	HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v9	HIG,SUS,SMP,B2G,TOP,EXO		control	prescaled	2E+34	1	1	0	18	18	16	15	14	13	12	9	6	3	18	18	16	15	14	13	12	9	6	3	0	0	0	0	0	L1_Mu5_EG23 OR L1_Mu5_LooseIsoEG20 OR L1_Mu7_EG23 OR L1_Mu7_LooseIsoEG20 OR L1_Mu7_LooseIsoEG23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu20_eta2p1_LooseChargedIsoPFTau27_eta2p1_CrossL1_v10	TAU,HIG,SUS		signal	unprescaled	2E+34	3.8	3.8	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu18er2p1_Tau24er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu20_eta2p1_LooseChargedIsoPFTau27_eta2p1_TightID_CrossL1_v10	TAU,HIG,SUS		backup	unprescaled	2E+34	3.6	3.6	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu18er2p1_Tau24er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_CrossL1_v10	TAU,HIG,SUS		backup	unprescaled	2E+34	3.1	3.1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu18er2p1_Tau24er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_TightID_CrossL1_v10	TAU,HIG,SUS		backup	unprescaled	2E+34	3	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu18er2p1_Tau24er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu20_eta2p1_TightChargedIsoPFTau27_eta2p1_CrossL1_v10	TAU,HIG,SUS		backup	unprescaled	2E+34	2.6	2.6	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu18er2p1_Tau24er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu20_eta2p1_TightChargedIsoPFTau27_eta2p1_TightID_CrossL1_v10	TAU,HIG,SUS		backup	unprescaled	2E+34	2.5	2.5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu18er2p1_Tau24er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu20_v13	ALCA,SMP,MUO		control	prescaled	2E+34	1	1	0	2	2	2	2	3	3	3	3	4	4	2	2	2	2	3	3	3	3	4	4	0	0	0	0	0	L1_SingleMu18	400	210	210	190	170	140	115	100	70	45	22	210	210	190	170	140	115	100	70	45	22	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_LooseChargedIsoPFTau20_SingleL1_v10	TAU,HIG,EXO		signal	partial	1.8E+34	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22er2p1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_LooseChargedIsoPFTau20_TightID_SingleL1_v10	TAU,HIG,EXO		signal	partial	1.8E+34	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22er2p1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_LooseChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_CrossL1_v10	TAU,HIG,SUS		control	unprescaled	2E+34	1.4	1.4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu22er2p1_IsoTau28er2p1 OR L1_Mu22er2p1_IsoTau30er2p1 OR L1_Mu22er2p1_IsoTau32er2p1 OR L1_Mu22er2p1_IsoTau33er2p1 OR L1_Mu22er2p1_IsoTau34er2p1 OR L1_Mu22er2p1_IsoTau35er2p1 OR L1_Mu22er2p1_IsoTau36er2p1 OR L1_Mu22er2p1_IsoTau38er2p1 OR L1_Mu22er2p1_Tau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_LooseChargedIsoPFTau35_Trk1_eta2p1_Reg_CrossL1_v10	TAU,HIG,SUS		control	unprescaled	2E+34	1.3	1.3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu22er2p1_IsoTau28er2p1 OR L1_Mu22er2p1_IsoTau30er2p1 OR L1_Mu22er2p1_IsoTau32er2p1 OR L1_Mu22er2p1_IsoTau33er2p1 OR L1_Mu22er2p1_IsoTau34er2p1 OR L1_Mu22er2p1_IsoTau35er2p1 OR L1_Mu22er2p1_IsoTau36er2p1 OR L1_Mu22er2p1_IsoTau38er2p1 OR L1_Mu22er2p1_Tau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau20_SingleL1_v10	TAU,HIG,EXO		signal	partial	1.8E+34	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22er2p1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau20_TightID_SingleL1_v10	TAU,HIG,EXO		signal	partial	1.8E+34	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22er2p1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_CrossL1_v10	TAU,HIG,SUS		control	unprescaled	2E+34	1.2	1.2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu22er2p1_IsoTau28er2p1 OR L1_Mu22er2p1_IsoTau30er2p1 OR L1_Mu22er2p1_IsoTau32er2p1 OR L1_Mu22er2p1_IsoTau33er2p1 OR L1_Mu22er2p1_IsoTau34er2p1 OR L1_Mu22er2p1_IsoTau35er2p1 OR L1_Mu22er2p1_IsoTau36er2p1 OR L1_Mu22er2p1_IsoTau38er2p1 OR L1_Mu22er2p1_Tau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau35_Trk1_eta2p1_Reg_CrossL1_v10	TAU,HIG,SUS		control	unprescaled	2E+34	1.1	1.1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu22er2p1_IsoTau28er2p1 OR L1_Mu22er2p1_IsoTau30er2p1 OR L1_Mu22er2p1_IsoTau32er2p1 OR L1_Mu22er2p1_IsoTau33er2p1 OR L1_Mu22er2p1_IsoTau34er2p1 OR L1_Mu22er2p1_IsoTau35er2p1 OR L1_Mu22er2p1_IsoTau36er2p1 OR L1_Mu22er2p1_IsoTau38er2p1 OR L1_Mu22er2p1_Tau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_TightChargedIsoPFTau20_SingleL1_v10	TAU,HIG,EXO		signal	partial	1.8E+34	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22er2p1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_TightChargedIsoPFTau20_TightID_SingleL1_v10	TAU,HIG,EXO		signal	partial	1.8E+34	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22er2p1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_TightChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_CrossL1_v10	TAU,HIG,SUS		control	unprescaled	2E+34	1.1	1.1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu22er2p1_IsoTau28er2p1 OR L1_Mu22er2p1_IsoTau30er2p1 OR L1_Mu22er2p1_IsoTau32er2p1 OR L1_Mu22er2p1_IsoTau33er2p1 OR L1_Mu22er2p1_IsoTau34er2p1 OR L1_Mu22er2p1_IsoTau35er2p1 OR L1_Mu22er2p1_IsoTau36er2p1 OR L1_Mu22er2p1_IsoTau38er2p1 OR L1_Mu22er2p1_Tau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_TightChargedIsoPFTau35_Trk1_eta2p1_Reg_CrossL1_v10	TAU,HIG,SUS		control	unprescaled	2E+34	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu22er2p1_IsoTau28er2p1 OR L1_Mu22er2p1_IsoTau30er2p1 OR L1_Mu22er2p1_IsoTau32er2p1 OR L1_Mu22er2p1_IsoTau33er2p1 OR L1_Mu22er2p1_IsoTau34er2p1 OR L1_Mu22er2p1_IsoTau35er2p1 OR L1_Mu22er2p1_IsoTau36er2p1 OR L1_Mu22er2p1_IsoTau38er2p1 OR L1_Mu22er2p1_Tau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_eta2p1_v13	MUO,SUS,SMP,TOP		signal	partial	1.2E+34	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22er2p1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu24_v11	MUO,SMP		signal	unprescaled	1.8E+34	/	/	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu27_v14	ALCA,MUO,SMP,SUS,HIG,B2G,TOP,EXO		signal	unprescaled	2E+34	180	180	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_IsoMu30_v2	MUO		backup	unprescaled	2E+34	182	182	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_L1SingleMu18_v3	MUO		control	prescaled	2E+34	0.5	0.5	0	117	117	121	126	141	164	164	176	182	187	117	117	121	126	141	164	164	176	182	187	0	0	0	0	0	L1_SingleMu18	400	210	210	190	170	140	115	100	70	45	22	210	210	190	170	140	115	100	70	45	22	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_L1SingleMu25_v2	MUO		control	prescaled	2E+34	0.5	0.5	0	12958	12958	12094	11230	10367	9935	8639	6479	4319	2160	12958	12958	12094	11230	10367	9935	8639	6479	4319	2160	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_L1_DoubleJet30_Mass_Min400_Mu10_v1	HIG,TAU		signal	prescaled	2E+34	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleJet30_Mass_Min400_Mu10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_L2Mu10_v7	MUO		control	prescaled	2E+34	1	1	0	5656	5656	5279	4902	4525	4336	3771	2828	1885	943	5656	5656	5279	4902	4525	4336	3771	2828	1885	943	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_L2Mu50_v2	MUO		control	prescaled	2E+34	1	1	0	417	417	389	361	333	319	278	208	139	69	417	417	389	361	333	319	278	208	139	69	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v12	SUS		signal	unprescaled	2E+34	3	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	(L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_115_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620) AND (L1_SingleMuOpen)	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu12_v1	SMP		control	prescaled	unknown	/	/	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleMu10_LowQ	2500	1300	1300	1100	980	820	700	580	430	280	140	1300	1300	1100	980	820	700	580	430	280	140	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu15_IsoVVVL_PFHT450_CaloBTagCSV_4p5_v7	SUS		signal	unprescaled	2E+34	5.8	5.8	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	(L1_HTT380er OR L1_HTT320er) AND (L1_SingleMuOpen)	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu15_IsoVVVL_PFHT450_PFMET50_v13	SUS		signal	unprescaled	2E+34	3.3	3.3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	(L1_HTT380er OR L1_HTT320er) AND (L1_SingleMuOpen)	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu15_IsoVVVL_PFHT450_v13	SUS,B2G		signal	unprescaled	2E+34	10	10	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	(L1_HTT380er OR L1_HTT320er) AND (L1_SingleMuOpen)	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu15_IsoVVVL_PFHT600_v17	SUS,B2G		signal	unprescaled	2E+34	2.6	2.6	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	(L1_HTT380er OR L1_HTT320er) AND (L1_SingleMuOpen)	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu15_v1	SMP		unknown	unknown	unknown	/	/	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleMu10_LowQ	2500	1300	1300	1100	980	820	700	580	430	280	140	1300	1300	1100	980	820	700	580	430	280	140	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu20_v11	SMP,MUO		control	prescaled	2E+34	1	1	0	7	7	7	7	8	9	9	10	10	11	7	7	7	7	8	9	9	10	10	11	0	0	0	0	0	L1_SingleMu18	400	210	210	190	170	140	115	100	70	45	22	210	210	190	170	140	115	100	70	45	22	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu27_v12	SMP,MUO		control	prescaled	2E+34	1	1	0	445	445	415	385	356	341	296	222	148	74	445	445	415	385	356	341	296	222	148	74	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsMuons	SingleMuon	HLT_Mu3_PFJet40_v14	SUS		control	prescaled	2E+34	1	1	0	3	3	3	4	2	3	3	4	6	6	3	3	3	4	2	3	3	4	6	6	0	0	0	0	0	(L1_SingleMu3 OR L1_Mu3_Jet30er2p5) AND (L1_SingleJet35)	50000	11000	11000	8900	6500	4500	3100	2200	1230	600	300	11000	11000	8900	6500	4500	3100	2200	1230	600	300	0	0	0	0	0	
